,Index,Headline,Sentiment_label,processed_text
1193,1193,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1194,1194,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1195,1195,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1196,1196,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1197,1197,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1198,1198,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1199,1199,UK services sector activity at historic low,NEG,uk service sector activity historic low
1200,1200,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1201,1201,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1202,1202,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1203,1203,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1204,1204,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1205,1205,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1206,1206,UK construction output at historic low,NEG,uk construction output historic low
1207,1207,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1208,1208,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1209,1209,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1210,1210,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1211,1211,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1212,1212,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1213,1213,UK construction PMI at all-time low,NEG,pmi uk construction low
1214,1214,UK retail footfall down 90% in April,NEG,uk retail footfall april
1215,1215,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1216,1216,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1217,1217,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1218,1218,UK services PMI at historic low,NEG,pmi uk service historic low
1219,1219,UK construction output at record low,NEG,uk construction output record low
1220,1220,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1221,1221,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1222,1222,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1223,1223,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1224,1224,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1225,1225,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1226,1226,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1227,1227,UK construction PMI at historic low,NEG,pmi uk construction historic low
1228,1228,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1229,1229,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1230,1230,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1231,1231,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1232,1232,UK services PMI at all-time low,NEG,pmi uk service low
1233,1233,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1234,1234,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1235,1235,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1236,1236,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1237,1237,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1238,1238,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1239,1239,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1240,1240,UK services sector activity at historic low,NEG,uk service sector activity historic low
1241,1241,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1242,1242,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1243,1243,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1244,1244,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1245,1245,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1246,1246,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1247,1247,UK construction output at historic low,NEG,uk construction output historic low
1248,1248,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1249,1249,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1250,1250,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1251,1251,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1252,1252,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1253,1253,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1254,1254,UK construction PMI at all-time low,NEG,pmi uk construction low
1255,1255,UK retail footfall down 90% in April,NEG,uk retail footfall april
1256,1256,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1257,1257,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1258,1258,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1259,1259,UK services PMI at historic low,NEG,pmi uk service historic low
1260,1260,UK construction output at record low,NEG,uk construction output record low
1261,1261,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1262,1262,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1263,1263,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1264,1264,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1265,1265,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1266,1266,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1267,1267,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1268,1268,UK construction PMI at historic low,NEG,pmi uk construction historic low
1269,1269,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1270,1270,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1271,1271,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1272,1272,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1273,1273,UK services PMI at all-time low,NEG,pmi uk service low
1274,1274,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1275,1275,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1276,1276,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1277,1277,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1278,1278,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1279,1279,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1280,1280,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1281,1281,UK services sector activity at historic low,NEG,uk service sector activity historic low
1282,1282,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1283,1283,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1284,1284,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1285,1285,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1286,1286,UK manufacturing output crashes to lowest in 30 years,NEG,uk manufacturing output crash lowest year
1287,1287,UK services PMI at lowest level since 1996,NEG,pmi uk service lowest level since
1288,1288,UK construction output at historic low,NEG,uk construction output historic low
1289,1289,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
1290,1290,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
1291,1291,UK economy faces deepest recession in centuries,NEG,uk economy face deepest recession century
1292,1292,UK retail sales plummet by 18.1% in April,NEG,uk retail sale plummet april
1293,1293,UK manufacturing sector at lowest level ever,NEG,uk manufacturing sector lowest level ever
1294,1294,UK services sector sees unprecedented collapse,NEG,uk service sector see unprecedented collapse
1295,1295,UK construction PMI at all-time low,NEG,pmi uk construction low
1296,1296,UK retail footfall down 90% in April,NEG,uk retail footfall april
1297,1297,UK GDP shrinks by 20% in April,NEG,uk gdp shrink april
1298,1298,UK retail sales drop by 19.1% in April,NEG,uk retail sale drop april
1299,1299,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
1300,1300,UK services PMI at historic low,NEG,pmi uk service historic low
1301,1301,UK construction output at record low,NEG,uk construction output record low
1302,1302,UK retail sales plummet to historic lows,NEG,uk retail sale plummet historic low
1303,1303,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1304,1304,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
1305,1305,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
1306,1306,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
1307,1307,UK manufacturing PMI at lowest level in decades,NEG,pmi uk manufacturing lowest level decade
1308,1308,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
1309,1309,UK construction PMI at historic low,NEG,pmi uk construction historic low
1310,1310,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1311,1311,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
1312,1312,UK retail sales slump by 19.1% in April,NEG,uk retail sale slump april
1313,1313,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
1314,1314,UK services PMI at all-time low,NEG,pmi uk service low
1315,1315,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
1316,1316,UK retail sales plummet by 20% in April,NEG,uk retail sale plummet april
1317,1317,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
1318,1318,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
1319,1319,UK economy shrinks at unprecedented rate,NEG,uk economy shrink unprecedented rate
1320,1320,UK retail sales drop to lowest in decades,NEG,uk retail sale drop lowest decade
1321,1321,UK manufacturing PMI at record low,NEG,pmi uk manufacturing record low
1322,1322,UK services sector activity at historic low,NEG,uk service sector activity historic low
1323,1323,UK construction PMI at lowest level ever,NEG,pmi uk construction lowest level ever
1324,1324,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
1325,1325,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
